Fiche technique,Famille,Sous famille
LIEGEOIS CAFE/CHOCOLAT,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
LIEGEOIS CHOCOLAT,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
LIEGEOIS POMME ABRICOT,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
LIEGEOIS POMME ABRICOT FRAMBOISE,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
LIEGEOIS POMME MANGUE,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
LIEGEOIS VANILLE,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
MARRON SUISSE*/,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
MOUSSE AU CHOCOLAT (NOIR+LAIT) */,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
MOUSSE AU CHOCOLAT AU LAIT  /*,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
MOUSSE AU CHOCOLAT NOIR  /*,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
MOUSSE AU CITRON PDS /*,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
MOUSSE CAFE */,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
MOUSSE CITRON */,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
OEUF A LA NEIGE */ (PORTION),11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
OEUFS AUX LAIT*/,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
ONCTUEUX VANILLE/CHOCOLAT */ 125GR,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
ANANAS FRAIS CHANTILLY,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
ANANAS FRAIS.,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
CUBE D'ANANAS (4G),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
CUBE KIWI (4G),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
CUBE MANGUE (4G),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
CUBE MELON (4G),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
CUBE PASTEQUE (4G),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
CUBE POMME (4G),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
FRAISES A LA CHANTILLY   /*,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
FRAISES AU SUCRE */,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
GASPACHO DE FRUIT D'ETE,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
MELON */ (DESSERT),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
MELON CANARI */ (DESSERT),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
MELON VERT */ (DESSERT),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
MELON/PASTEQUE*/( DESSERT ),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE ANANAS/POMME/MANGUE */,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE ANANAS/POMME/MANGUE REVISITE */,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE D'AGRUMES CANELLE */ ,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE DE FRUIT EXOTIQUE */,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE DE FRUITS D'AUTOMNE /* FRAIS,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE DE FRUITS EXOTIQUE /*   ,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE DE FRUITS INSNACK,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE DE FRUITS/LAIT DE COCO,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE DE RAISIN */ (SEAU 4G),11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE MELITROPIQUE *,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE ORANGES CANNELLE (MAROCAIN) /*,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE POMME/MANGUE/KIWI */,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE POMME/MANGUE/KIWI REVISITE*/,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
SALADE TROPICAL / LYCHEE */ ,11-DESSERT LACTÉ/FRUIT,FRUIT CRU TRAVAILLE
ABRICOTS AU SIROP,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
ANANAS AU SIROP,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
ASSORTIMENT DE COMPOTE,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
BIGARREAUX AU SIROP,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
COMPOTE DE POIRES (VRAC),11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
COMPOTE PECHES VRAC,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
COMPOTE POMME VRAC,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
COMPOTE POMME/NOIX DE COCO (VRAC),11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
COMPOTE POMME/PAIN D'EPICES,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
COMPOTEE DE FRUITS AU CHAUDRON,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
PECHES AU SIROP */,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
POIRE AU VIN */,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
POIRES CUBE AU SIROP */,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
POMME AU FOUR/*,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
SALADE TROPICAL / ANANAS /*,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
VERRINE POIRE CHOCOLAT,11-DESSERT LACTÉ/FRUIT,FRUIT CUIT DRESSÉ
ABRICOT,11-DESSERT LACTÉ/FRUIT,FRUITS
BANANE,11-DESSERT LACTÉ/FRUIT,FRUITS
CERISES,11-DESSERT LACTÉ/FRUIT,FRUITS
CLEMENTINE,11-DESSERT LACTÉ/FRUIT,FRUITS
FIGUES  */,11-DESSERT LACTÉ/FRUIT,FRUITS
FRUITS DE SAISON,11-DESSERT LACTÉ/FRUIT,FRUITS
KIWI   */,11-DESSERT LACTÉ/FRUIT,FRUITS
NECTARINE */,11-DESSERT LACTÉ/FRUIT,FRUITS
ORANGE */,11-DESSERT LACTÉ/FRUIT,FRUITS
PECHE DE VIGNE */,11-DESSERT LACTÉ/FRUIT,FRUITS
PECHE JAUNE/*,11-DESSERT LACTÉ/FRUIT,FRUITS
POIRE,11-DESSERT LACTÉ/FRUIT,FRUITS
POMME GOLDEN  */,11-DESSERT LACTÉ/FRUIT,FRUITS
POMME GRANNY*/,11-DESSERT LACTÉ/FRUIT,FRUITS
POMME REINETTES/*,11-DESSERT LACTÉ/FRUIT,FRUITS
POMME ROUGE,11-DESSERT LACTÉ/FRUIT,FRUITS
PRUNES 3 PAR PERS*/ ,11-DESSERT LACTÉ/FRUIT,FRUITS
PRUNES GOLDEN */ (*2 PAR PERS),11-DESSERT LACTÉ/FRUIT,FRUITS
PRUNES MIRABELLE */ (* 10 PAR PERS),11-DESSERT LACTÉ/FRUIT,FRUITS
PRUNES QUETSCHE */ (*2 PAR PERS),11-DESSERT LACTÉ/FRUIT,FRUITS
PRUNES REINE CLAUDE */ (* 3 PAR PERS),11-DESSERT LACTÉ/FRUIT,FRUITS
RAISIN  NOIR  */,11-DESSERT LACTÉ/FRUIT,FRUITS
RAISIN BLANC*/,11-DESSERT LACTÉ/FRUIT,FRUITS
BARRE BOUNTY GLACEE,11-DESSERT LACTÉ/FRUIT,GLACE
BARRE MARS GLACEE,11-DESSERT LACTÉ/FRUIT,GLACE
BARRE SNICKERS GLACEE,11-DESSERT LACTÉ/FRUIT,GLACE
BARRE TWIX GLACEE,11-DESSERT LACTÉ/FRUIT,GLACE
CONE CHOCOLAT/ 3 CHOCOLATS,11-DESSERT LACTÉ/FRUIT,GLACE
CONE CHOCOLAT/FRAISE,11-DESSERT LACTÉ/FRUIT,GLACE
CONE FRAISE/CHOCOLAT,11-DESSERT LACTÉ/FRUIT,GLACE
CONE VANILLE /CHOCOLAT,11-DESSERT LACTÉ/FRUIT,GLACE
LIEGEOIS CAFE GLACE,11-DESSERT LACTÉ/FRUIT,GLACE
LIEGEOIS CHOCOLAT GLACE,11-DESSERT LACTÉ/FRUIT,GLACE
LIEGEOIS PECHE MELBA GLACEE,11-DESSERT LACTÉ/FRUIT,GLACE
NOUGAT GLACE PATISSIER ( PORTION),11-DESSERT LACTÉ/FRUIT,GLACE
NUI AMANDE ET VANILLE DE JAVA,11-DESSERT LACTÉ/FRUIT,GLACE
NUI CAFE TANZANIE ET NOISETTE,11-DESSERT LACTÉ/FRUIT,GLACE
NUI CARAMEL SALE ET MACADAMIA,11-DESSERT LACTÉ/FRUIT,GLACE
NUI CHOC NOIR ET BAIES ROUGES,11-DESSERT LACTÉ/FRUIT,GLACE
NUI MANGUE PASSION ET COCO,11-DESSERT LACTÉ/FRUIT,GLACE
TIMBALLE VANILLE/FRAISE */,11-DESSERT LACTÉ/FRUIT,GLACE
BAVAROIS ABRICOT,12-PATISSERIES,PATISSERIE FABRIQUE
BLANC MANGER COCO,12-PATISSERIES,PATISSERIE FABRIQUE
BOULE COCO,12-PATISSERIES,PATISSERIE FABRIQUE
BROWNIE AUX NOIX  FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
BROWNIE SANS NOIX  FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CHOCOLAT CHAUD VIENNOIS,12-PATISSERIES,PATISSERIE FABRIQUE
CHOUX A LA CREME FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CHOUX CHANTILLY FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CLAFOUTIS ABRICOTS  FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CLAFOUTIS AUX CERISES  FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CLAFOUTIS AUX POMMES FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CLAFOUTIS POIRES FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CREME A LA POIRE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CREME ABRICOT/AMANDE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CREME AU CARAMEL FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CREME BRULEE  FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CREPES POMMES/CIDRE,12-PATISSERIES,PATISSERIE FABRIQUE
CRUMBCAKE POIRE/CHOCOLAT  FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CRUMBLE ABRICOT/POIRE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CRUMBLE POIRE/CHOCOLAT FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
CRUMBLE POIRES/FRUITS ROUGES FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
ECLAIR A LA NOIX DE COCO */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
ECLAIR AU CHOCOLAT */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
ECLAIR CHANTILLY */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
ENTREMET  VANILLE */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
ENTREMET A LA NOIX DE COCO FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
ENTREMET FRAMBOISE */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
ENTREMET MANGUE */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
ENTREMET POIRES */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
ENTREMET ZESTE DE CITRON FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
FINANCIER   FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
FINANCIER AU THE MATCHA  FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
FONDANT AU CHOCOLAT */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
FONDANT CHOCOLAT */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
FONDANT CHOCOLAT AUX NOIX FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
FONDANT CHOCOLAT PISTACHE/PIGNON FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU ANANAS/BANANE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU AU YAOURT POIRE/CHOCOLAT,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU AUX FRUITS ROUGES FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU AUX POIRES */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU AUX POMMES */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU CITRON PAVOT FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU NOIX DE COCO  */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU PECHE/PISTACHE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU POIRE/CHOCOLAT FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU POIRES/FRAMBOISES FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAU POMME/POIRE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GATEAUX ANANAS/COCO/FRAMBOISE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
GRATIN D'ABRICOTS ET DE POIRES,12-PATISSERIES,PATISSERIE FABRIQUE
HALWA GATEAU SEMOULE INDIEN,12-PATISSERIES,PATISSERIE FABRIQUE
LASSI DE MANGUE */INDIENS,12-PATISSERIES,PATISSERIE FABRIQUE
MARBRE AUX MYRTILLES,12-PATISSERIES,PATISSERIE FABRIQUE
MILLEFEUILLE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
MOUSSE NOIX DE COCO */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
PANACOTTA CARAMEL */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
PERLE JAPON AU LAIT COCO ET COULIS EXOTIQUE,12-PATISSERIES,PATISSERIE FABRIQUE
POT CREME CAFE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
POT CREME PISTACHE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
POT CREME VANILLE  FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
POT SAVEUR CAFE AU SPECULOS FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
PUDDING À LA FRAMBOISE */,12-PATISSERIES,PATISSERIE FABRIQUE
PUDDING CHOCOLAT,12-PATISSERIES,PATISSERIE FABRIQUE
RISOTTO AU CHOCOLAT FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
RIZ AU LAIT FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE  CITRON MERINGUEES */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE A L'ORANGE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE AU NOIX/CARAMEL FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE AUX  POMMES EN BANDE */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE AUX PECHES */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE COCKTAIL */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE EN BANDE AUX POIRES */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE FEUIL ANANAS */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE FEUIL AUX  ABRICOTS */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE FEUIL PECHE */ FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE FEUIL POIRES */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE FEUIL POIRES/CHOCOLAT FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE FEUILLETEE COCKTAIL FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE FINE AUX FRAISES */ FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTE PATISS  ANANAS */ FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTELETTE AMANDES CARAMEL  FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTELETTE AU CHOCOLAT */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTELETTE AUX CAROTTES*/ (INDE),12-PATISSERIES,PATISSERIE FABRIQUE
TARTELETTE CARAMEL  FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTELETTE CHOCOLAT */FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTELETTE FRAISES */ FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
TARTELETTE PRALINE FT UCP,12-PATISSERIES,PATISSERIE FABRIQUE
BAVAROIS CAPPUCCINO,12-PATISSERIES,PATISSERIES PAE
BAVAROIS CARAMEL,12-PATISSERIES,PATISSERIES PAE
BAVAROIS CHOCOLAT,12-PATISSERIES,PATISSERIES PAE
BAVAROIS FRUIT ROUGE,12-PATISSERIES,PATISSERIES PAE
BEIGNET CHOCOLAT,12-PATISSERIES,PATISSERIES PAE
BEIGNET CHOCOLAT CAFET,12-PATISSERIES,PATISSERIES PAE
BEIGNET FRAMBOISE,12-PATISSERIES,PATISSERIES PAE
BEIGNET FRAMBOISE CAFET,12-PATISSERIES,PATISSERIES PAE
BEIGNET POMME,12-PATISSERIES,PATISSERIES PAE
BEIGNET POMME CAFET,12-PATISSERIES,PATISSERIES PAE
BRIOCHE ARTISANALE,12-PATISSERIES,PATISSERIES PAE
BRIOCHE DES ROIS FLEUR D'ORANGER (12 PARTS),12-PATISSERIES,PATISSERIES PAE
BROWNIE  CAFET,12-PATISSERIES,PATISSERIES PAE
BUGNES MARDI GRAS,12-PATISSERIES,PATISSERIES PAE
CAPRICE CLEMENTINE ET BERGAMOTE /NOEL 2024,12-PATISSERIES,PATISSERIES PAE
CHANTILLY DECO,12-PATISSERIES,PATISSERIES PAE
CHARLOTTE AUX FRUITS ROUGES,12-PATISSERIES,PATISSERIES PAE
CHARLOTTE AUX POIRES,12-PATISSERIES,PATISSERIES PAE
CHUNKY BROWNIE */,12-PATISSERIES,PATISSERIES PAE
CLAFOUTIS AUX CERISES,12-PATISSERIES,PATISSERIES PAE
COOKIE  CAFET,12-PATISSERIES,PATISSERIES PAE
CRAQUANT 3 CHOCOLATS,12-PATISSERIES,PATISSERIES PAE
CRAQUANT FRUIT ROUGE (SURG),12-PATISSERIES,PATISSERIES PAE
CREME CARAMEL PALET BRETON FT UCP,12-PATISSERIES,PATISSERIES PAE
CREME COCO ANANAS FT UCP,12-PATISSERIES,PATISSERIES PAE
CREME FACON TATIN FT UCP,12-PATISSERIES,PATISSERIES PAE
CREME OEUF/CARAMEL BEURRE SALE FT UCP,12-PATISSERIES,PATISSERIES PAE
CREME PATISSIERE MOUSSELINE */ DESSERT,12-PATISSERIES,PATISSERIES PAE
CREPE CHOCOLAT,12-PATISSERIES,PATISSERIES PAE
CREPE/CHANTILLY,12-PATISSERIES,PATISSERIES PAE
CREPE/SUCRE,12-PATISSERIES,PATISSERIES PAE
DONUTS AU SUCRE /CHOCOLAT,12-PATISSERIES,PATISSERIES PAE
DONUTS FRAISE,12-PATISSERIES,PATISSERIES PAE
DONUTS MILKA FOURRE,12-PATISSERIES,PATISSERIES PAE
DONUTS OREO,12-PATISSERIES,PATISSERIES PAE
DONUTS/CHOCOLAT,12-PATISSERIES,PATISSERIES PAE
DONUTS/SUCRE,12-PATISSERIES,PATISSERIES PAE
ECLAIR AU CAFE ( SURG) */,12-PATISSERIES,PATISSERIES PAE
ECLAIR AU CHOCOLAT (SURG)  */,12-PATISSERIES,PATISSERIES PAE
ECLAIR CAFE */ CAFET,12-PATISSERIES,PATISSERIES PAE
ECLAIR CAFE OU CHOCOLAT */,12-PATISSERIES,PATISSERIES PAE
ECLAIR CHOCOLAT */ CAFET,12-PATISSERIES,PATISSERIES PAE
ECLAIR VANILLE ( SURG) */,12-PATISSERIES,PATISSERIES PAE
ECLAIR VANILLE */ CAFET,12-PATISSERIES,PATISSERIES PAE
FONDANT AU CHOCOLAT EN BANDE */,12-PATISSERIES,PATISSERIES PAE
FONDANT CHOCOLAT/BANANE/COCO FT UCP,12-PATISSERIES,PATISSERIES PAE
FORET NOIRE */ (12 PCE = 108 PARTS),12-PATISSERIES,PATISSERIES PAE
GALETTE DES ROIS (08 PARTS),12-PATISSERIES,PATISSERIES PAE
GALETTE DES ROIS (PORTION)*/,12-PATISSERIES,PATISSERIES PAE
GALETTE DES ROIS AUX POMMES*/ (08 PART),12-PATISSERIES,PATISSERIES PAE
GATEAU BASQUE,12-PATISSERIES,PATISSERIES PAE
GATEAU BOLERO,12-PATISSERIES,PATISSERIES PAE
GAUFRE A LA CHANTILLY */,12-PATISSERIES,PATISSERIES PAE
GAUFRE AU SUCRE ,12-PATISSERIES,PATISSERIES PAE
GAUFRE CHOCOLAT,12-PATISSERIES,PATISSERIES PAE
GAUFRE CHOCOLAT/CARAMEL,12-PATISSERIES,PATISSERIES PAE
GAUFRE PATE A TARTINER,12-PATISSERIES,PATISSERIES PAE
IMPERIALE EXOTIQUE HIBISCUS,12-PATISSERIES,PATISSERIES PAE
LE SY'TRON,12-PATISSERIES,PATISSERIES PAE
LIEGOIS POIRE BELLE HELENE,12-PATISSERIES,PATISSERIES PAE
MILLEFEUILLE (SURGELE) */,12-PATISSERIES,PATISSERIES PAE
MILLEFEUILLE */ CAFETERIA,12-PATISSERIES,PATISSERIES PAE
MOELLEUX AU CHOCOLAT,12-PATISSERIES,PATISSERIES PAE
MUFFIN AU CHOCOLAT */ CAFET,12-PATISSERIES,PATISSERIES PAE
MUFFIN FOURRE CARAMEL,12-PATISSERIES,PATISSERIES PAE
MUFFIN MYRTILLE */ CAFET,12-PATISSERIES,PATISSERIES PAE
OEUF CHOCO PAQUES (2*PERS),12-PATISSERIES,PATISSERIES PAE
OEUF NEIGE */ FAIT SUR SITE (*12),12-PATISSERIES,PATISSERIES PAE
OPERA (SURG) /*,12-PATISSERIES,PATISSERIES PAE
PARIS BREST (SURG) *,12-PATISSERIES,PATISSERIES PAE
POT CREME CHOCOLAT FT UCP,12-PATISSERIES,PATISSERIES PAE
SEMOULE AU LAIT DES MAHARADJAS ,12-PATISSERIES,PATISSERIES PAE
TARTE AU CHOCOLAT SURG */,12-PATISSERIES,PATISSERIES PAE
TARTE AUX FRAISES,12-PATISSERIES,PATISSERIES PAE
TARTE AUX NOIX DE PECAN */,12-PATISSERIES,PATISSERIES PAE
TARTE AUX POMME NORMANDE (SURG)*/ ,12-PATISSERIES,PATISSERIES PAE
TARTE BOURDALOUX POIRES (SURG)*/ ,12-PATISSERIES,PATISSERIES PAE
TARTE BRIOCHÉE PRALINE,12-PATISSERIES,PATISSERIES PAE
TARTE CITRON (26CM),12-PATISSERIES,PATISSERIES PAE
TARTE CITRON MERINGUÉE,12-PATISSERIES,PATISSERIES PAE
TARTE CRUMBLE AUX POMMES,12-PATISSERIES,PATISSERIES PAE
TARTE CRUMBLE POIRE-CHOCOLAT,12-PATISSERIES,PATISSERIES PAE
TARTE FLAN PATISSIER */ (108 PART),12-PATISSERIES,PATISSERIES PAE
TARTE FRAMBOISE (SURG),12-PATISSERIES,PATISSERIES PAE
TARTE FRAMBOISE MERINGUEE,12-PATISSERIES,PATISSERIES PAE
TARTE MULTI FRUITS,12-PATISSERIES,PATISSERIES PAE
TARTE MYRTILLES,12-PATISSERIES,PATISSERIES PAE
TARTE NOIX DE COCO,12-PATISSERIES,PATISSERIES PAE
TARTE POMME ET NOIX SURG */,12-PATISSERIES,PATISSERIES PAE
TARTE TATIN -(INDIV SURG)*/,12-PATISSERIES,PATISSERIES PAE
TARTE TATIN (SURG) */,12-PATISSERIES,PATISSERIES PAE
TARTE TATIN GLACE VANILLE */,12-PATISSERIES,PATISSERIES PAE
TARTE TROPEZIENNE*/,12-PATISSERIES,PATISSERIES PAE
TARTELETTE  AUX NOIX*/,12-PATISSERIES,PATISSERIES PAE
TARTELETTE CHOCOLAT */CAFET,12-PATISSERIES,PATISSERIES PAE
TARTELETTE CITRON MERINGUEE,12-PATISSERIES,PATISSERIES PAE
TARTELETTE CITRON MERINGUEE */ CAFET,12-PATISSERIES,PATISSERIES PAE
TARTELETTE COCKTAIL AUX NOIX/*,12-PATISSERIES,PATISSERIES PAE
TARTELETTE MOUSSE CITRON FT UCP,12-PATISSERIES,PATISSERIES PAE
TARTELETTE TATIN */ CAFET,12-PATISSERIES,PATISSERIES PAE
TIRAMISU (SURG) */,12-PATISSERIES,PATISSERIES PAE
TOURBILLON CHOCOLAT PRALINE /NOEL 2024,12-PATISSERIES,PATISSERIES PAE
TOURBILLON FRUITS ROUGES,12-PATISSERIES,PATISSERIES PAE
TOURBILLON POIRE CARAMEL,12-PATISSERIES,PATISSERIES PAE
VERRINE PANACOTTA VANILLE */ BUFFET,12-PATISSERIES,PATISSERIES PAE
VIENNOISERIE MUG,12-PATISSERIES,PATISSERIES PAE
ASSIETTE DE CRUDITES,Z_ASSIETTE SALADE D'ETE,BASE DE CRUDITEE
ASSIETTE MEDITERRANEENNE,Z_ASSIETTE SALADE D'ETE,BASE DE CRUDITEE
ASSIETTE/TOMATE/MOZARELLA/CRUDITE,Z_ASSIETTE SALADE D'ETE,BASE DE CRUDITEE
GRANDE ASSIETTE PROVENCALE,Z_ASSIETTE SALADE D'ETE,BASE DE CRUDITEE
SALADE CESAR VEGE PLAT,Z_ASSIETTE SALADE D'ETE,BASE DE CRUDITEE
ASSIETTE RIZ THON A L'ORANGE,Z_ASSIETTE SALADE D'ETE,BASE DE FECULENT
ASSIETTE TORSADES AU SAUMON,Z_ASSIETTE SALADE D'ETE,BASE DE FECULENT
BOUDDHA  BOWL,Z_ASSIETTE SALADE D'ETE,BASE DE FECULENT
BOWL'S DE PERLE DE LA MER,Z_ASSIETTE SALADE D'ETE,BASE DE FECULENT
ASSIETTE FROMAGERE,Z_ASSIETTE SALADE D'ETE,BASE DE LAITAGE
ASSIETTE ANGLAISE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE AUVERGNATE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE CAMPAGNARDE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE CANARD FRITES,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE CRUDITES ET THON,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE DE CHARCUTERIE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
